Name,Address,State,PIN,Tel,Email
"MEGA GRAIN  TRADING CO.PVT.LTD.,","403-A PRABHAT KIRAN BUILDING,RAJINDER PLACE, NEW DELHI",Delhi,110008,"Tel :
															CGJENNPO",sourabh@megagrain.com
,403-APRABHATKIRANBUILDINGRAJINDRAPLACE NEW DELHI,Delhi,110008,"Tel :
															CGJENNPO",ndhawan@megagrain.com
MEGA GROUP,403-APRABHATKIRANBUILDINGRAJINDRAPLACE NEW DELHI,Delhi,110008,"Tel :
															CGJENNPO",ndhawan@megagrain.com
,"109,1STFLR,SATRAPLAZA,PLOTNO.19/20,SECTOR-19D,PALMBEACHROAD,VASHI NAVI MUMBAI",Maharashtra,400705,"Tel :
															CIKHGFGH",megastarexim@gmail.com
MEGA STAR EXIM PVT LTD,"109,1STFLR,SATRAPLAZA,PLOTNO.19/20,SECTOR-19D,PALMBEACHROAD,VASHI NAVI MUMBAI",Maharashtra,400705,"Tel :
															CIKHGFGH",megastarexim@gmail.com
,21 UDHYOG NAGAR NAVLAKHA MANDI  GATE KE BAHAR INDORE INDORE,Madhya Pradesh,452001,"Tel :
															AKKFLFJOJP",meghacorporation01@gmail.com
MEGHA CORPORATION,21 UDHYOG NAGAR NAVLAKHA MANDI  GATE KE BAHAR INDORE INDORE,Madhya Pradesh,452001,"Tel :
															AKKFLFJOJP",meghacorporation01@gmail.com
,"PLOT  NO.  H3, 281/263, IV-PHASE,  INDUSTRIAL AREA BALOTRA",Rajasthan,344002,"Tel :
															CDDDHO",meghaproducts@gmail.com
MEGHA PRODUCTS,"PLOT  NO.  H3, 281/263, IV-PHASE,  INDUSTRIAL AREA BALOTRA",Rajasthan,344002,"Tel :
															CDDDHO",meghaproducts@gmail.com
,"SHOPNO.21,NEWFRUITMANDI,BHADWASIA, JODHPUR",Rajasthan,342006,"Tel :
															CGJFFFO",mpjodhpur@yahoo.com
MEGHARAM PURKHARAM PARIHAR,"SHOPNO.21,NEWFRUITMANDI,BHADWASIA, JODHPUR",Rajasthan,342006,"Tel :
															CGJFFFO",mpjodhpur@yahoo.com
,"PLOTNo.88,BUDHESWARICOLONY,CUTTACKROAD, BHUBANESWAR",Orissa,751006,"Tel :
															CGJINJJ",sales@meghrajimpex.com
MEGHRAJ IMPEX PVT. LTD,"PLOTNo.88,BUDHESWARICOLONY,CUTTACKROAD, BHUBANESWAR",Orissa,751006,"Tel :
															CGJINJJ",sales@meghrajimpex.com
,"WARDNO-8,H.NO-89,OLD-50,NAGARPANCHAYATDASNA,GHAZIABAD,UTTARPRADESH201001 GHAZIABAD",Uttar Pradesh,201001,"Tel :
															DCGKKOM",Meharfoodexports@gmail.com
MEHAR FOOD EXPORTS PRIVATE LIMITED,"WARDNO-8,H.NO-89,OLD-50,NAGARPANCHAYATDASNA,GHAZIABAD,UTTARPRADESH201001 GHAZIABAD",Uttar Pradesh,201001,"Tel :
															DCGKKOM",Meharfoodexports@gmail.com
,"120,NEWGRAINMARKETJALANDHAR JALANDHAR",Punjab,144008,"Tel :
															CFGFKLH",AMRITPALMSHS@GMAIL.COM
MEHAR SINGH HARJIT SINGH,"120,NEWGRAINMARKETJALANDHAR JALANDHAR",Punjab,144008,"Tel :
															CFGFKLH",AMRITPALMSHS@GMAIL.COM
,"6-310-A,UPSTAIRS,RAILWAYSTATIONROAD,RAJAMPET, CUDDAPAH DIST",Andhra Pradesh,516115,"Tel :
															IGIIGJGLQJ",azeez677@gmail.com
MEHARUN EXPORTS & IMPORTS,"6-310-A,UPSTAIRS,RAILWAYSTATIONROAD,RAJAMPET, CUDDAPAH DIST",Andhra Pradesh,516115,"Tel :
															IGIIGJGLQJ",azeez677@gmail.com
,"B/9,VIRALAPARTMENT,50,S.V.ROAD,OPP.SHOPPERSSTOP,ANDHERIWEST, MUMBAI",Maharashtra,400058,"Tel :
															CHELLGLL",mehta@mehtaexpo.com
MEHTA  EXPORTS,"B/9,VIRALAPARTMENT,50,S.V.ROAD,OPP.SHOPPERSSTOP,ANDHERIWEST, MUMBAI",Maharashtra,400058,"Tel :
															CHELLGLL",mehta@mehtaexpo.com
,"A-301,3RDFLOOR,NAVJIVANFLAT,VATVA AHMEDABAD",Gujarat,382405,"Tel :
															JHEHNJJNMN",mehulcreationexport@gmail.com
MEHUL CREATION EXPORT,"A-301,3RDFLOOR,NAVJIVANFLAT,VATVA AHMEDABAD",Gujarat,382405,"Tel :
															JHEHNJJNMN",mehulcreationexport@gmail.com
,"PLOT NO - 94, ADARSH INDUSTRIAL PARK  NR. MAXIM TUBES COMPANY PVT LTD, PANSAR ROAD, PHASE 3 CHHATRAL",Gujarat,382729,"Tel :
															JKLLKMGNKS",yatinnayak09@gmail.com
MELDEE PRODUCTS,"PLOT NO - 94, ADARSH INDUSTRIAL PARK  NR. MAXIM TUBES COMPANY PVT LTD, PANSAR ROAD, PHASE 3 CHHATRAL",Gujarat,382729,"Tel :
															JKLLKMGNKS",yatinnayak09@gmail.com
,"SR.NO690,OPP.SHITALBAUG,,SHREENATHPLAZA,PUNENISHIKROAD,BHOS PUNE",Maharashtra,411039,"Tel :
															CHHEII",melitaagro@gmail.com
MELITA AGRO INDUSTRIES,"SR.NO690,OPP.SHITALBAUG,,SHREENATHPLAZA,PUNENISHIKROAD,BHOS PUNE",Maharashtra,411039,"Tel :
															CHHEII",melitaagro@gmail.com
,"9,EzraStreet,2ndFloor,RoomNo.47 Kolkata",West Bengal,700001,"Tel :
															CDKMIMKO",kings.online35@gmail.com
MELROSE CREATIONS PRIVATE LIMITED,"9,EzraStreet,2ndFloor,RoomNo.47 Kolkata",West Bengal,700001,"Tel :
															CDKMIMKO",kings.online35@gmail.com
,"4/168-A,PULINTHANAM-POTHANICAD,PANCHAYATHPADYROAD,POTHANICADPO., ERNAKULAM",Kerala,686671,"Tel :
															CGIJKGG",baby.john@rediffmail.com
MEMADATHIL EXPORTERS,"4/168-A,PULINTHANAM-POTHANICAD,PANCHAYATHPADYROAD,POTHANICADPO., ERNAKULAM",Kerala,686671,"Tel :
															CGIJKGG",baby.john@rediffmail.com
,"NO.45,LAVANYAGARDENS,VAYALURROAD, TRICHY",Tamil Nadu,620017,"Tel :
															CIKFLMM",menaratrz@gmail.com
MENARA INTERNATIONAL,"NO.45,LAVANYAGARDENS,VAYALURROAD, TRICHY",Tamil Nadu,620017,"Tel :
															CIKFLMM",menaratrz@gmail.com
,"NO.3, SECOND FLOOR, 6TH CROSS, BALAJI NAGAR, MALLATHAHALLI,  BENGALURU",Karnataka,560056,"Tel :
															JIGDMOJINM",accounting@menon.us
MENON RENEWABLE RESOURCES (INDIA) PRIVATE LIMITED,"NO.3, SECOND FLOOR, 6TH CROSS, BALAJI NAGAR, MALLATHAHALLI,  BENGALURU",Karnataka,560056,"Tel :
															JIGDMOJINM",accounting@menon.us
,NO.699/700 SHOP NO.10 SECOND FLOOR KUMBHAT COMPLEX  POONAMALLEE HIGH ROAD AMINJIKARAI CHENNAI,Tamil Nadu,600030,"Tel :
															EJIFGNIM",selva@merakicarriers.in
MERAKI CARRIERS PRIVATE LIMITED,NO.699/700 SHOP NO.10 SECOND FLOOR KUMBHAT COMPLEX  POONAMALLEE HIGH ROAD AMINJIKARAI CHENNAI,Tamil Nadu,600030,"Tel :
															EJIFGNIM",selva@merakicarriers.in
,"10-A,KLASSICTOWERS,BWING,DR.A.R.NAIRMARG,AGRIPADA, MUMBAI",Maharashtra,400011,"Tel :
															CECEEFGH",coldstorage@eemehtagroup.com
MERAMEX  PVT.  LTD. UNIT AGROFRESH COLD STORAGE,"10-A,KLASSICTOWERS,BWING,DR.A.R.NAIRMARG,AGRIPADA, MUMBAI",Maharashtra,400011,"Tel :
															CECEEFGH",coldstorage@eemehtagroup.com
,"7/2,SRILAKSHMINARAYANAAPARTMENTS,AMBEDKARSTRET,CHOOLAIMEDUHIGHROAD CHENNAI",Tamil Nadu,600094,"Tel :
															CFJFEIMN",mercyagrofoods2010@gmail.com
MERCY AGRO FOODS,"7/2,SRILAKSHMINARAYANAAPARTMENTS,AMBEDKARSTRET,CHOOLAIMEDUHIGHROAD CHENNAI",Tamil Nadu,600094,"Tel :
															CFJFEIMN",mercyagrofoods2010@gmail.com
,7/277 E AERO NAGAR  KADAMPADI Contact No: 919500126641 COIMBATORE,Tamil Nadu,641401,"Tel :
															CFJEHG",mercyagrofoods2010@gmail.com
MERCY AGRO FOODS,7/277 E AERO NAGAR  KADAMPADI Contact No: 919500126641 COIMBATORE,Tamil Nadu,641401,"Tel :
															CFJEHG",mercyagrofoods2010@gmail.com
,NO.3DOORNO27JAMBULINGAMSTREETNUNGAMBAKKAM CHENNAI,Tamil Nadu,600034,"Tel :
															EDFLIFKQ",mergeagro@gmail.com
MERGE AGRO TRADING PVT LTD,NO.3DOORNO27JAMBULINGAMSTREETNUNGAMBAKKAM CHENNAI,Tamil Nadu,600034,"Tel :
															EDFLIFKQ",mergeagro@gmail.com
,"NEW NO 83, OLD NO 77,  FIRST FLOOR, MARUDEESWARAR NAGAR, THIRUVANMIYUR CHENNAI",Tamil Nadu,600041,"Tel :
															JKGDIKJPQM",meridianwings0612@gmail.com
Meridian Wings Import and Export,"NEW NO 83, OLD NO 77,  FIRST FLOOR, MARUDEESWARAR NAGAR, THIRUVANMIYUR CHENNAI",Tamil Nadu,600041,"Tel :
															JKGDIKJPQM",meridianwings0612@gmail.com
,"84, AMMAN NAGAR,                     SUNDAR NAGAR,                       TRICHY",Tamil Nadu,620021,"Tel :
															JBKDNLMLKO",ammubeulah09@gmail.com
MERIT BEULAH EXPORTS,"84, AMMAN NAGAR,                     SUNDAR NAGAR,                       TRICHY",Tamil Nadu,620021,"Tel :
															JBKDNLMLKO",ammubeulah09@gmail.com
,"6-20-10, 1ST FLOOR,  SIVRAJ ARCADE, 7/1 ARUNDELPET, GUNTUR",Andhra Pradesh,522002,"Tel :
															JJGLFHLQNN",info@merlionimpex.com
MERLION IMPEX PRIVATE LIMITED,"6-20-10, 1ST FLOOR,  SIVRAJ ARCADE, 7/1 ARUNDELPET, GUNTUR",Andhra Pradesh,522002,"Tel :
															JJGLFHLQNN",info@merlionimpex.com
,"68,RADHEYMARKET,RINGROAD, SURAT",Gujarat,395002,"Tel :
															CEDEEFG",ankitavijay@madhusudangroup.com
MERRITS,"68,RADHEYMARKET,RINGROAD, SURAT",Gujarat,395002,"Tel :
															CEDEEFG",ankitavijay@madhusudangroup.com
,NEW NO 12 OLD NO 328 FIRST FLOOR  THAMBU CHETTY STREET CHENNAI,Tamil Nadu,600001,"Tel :
															JJKHIGKQQM",mertonpvtltd@gmail.com
MERTON EXPORTS AND IMPORTS PRIVATE LIMITED,NEW NO 12 OLD NO 328 FIRST FLOOR  THAMBU CHETTY STREET CHENNAI,Tamil Nadu,600001,"Tel :
															JJKHIGKQQM",mertonpvtltd@gmail.com
,"C-390A, HANS MARG,MALVIYA NAGAR ,   Jaipur",Rajasthan,302017,"Tel :
															JKKGIMOLPK",merufresh22@gmail.com
MERU FRESH PRIVATE LIMITED,"C-390A, HANS MARG,MALVIYA NAGAR ,   Jaipur",Rajasthan,302017,"Tel :
															JKKGIMOLPK",merufresh22@gmail.com
,"ADWAITHNIWAS,R.NO.312,3RDFLR,G.K.MARG,LOWERPARELWEST, MUMBAI",Maharashtra,400013,"Tel :
															JJIMHMJIOL",ashanku@yahoo.com
MERU TRADING CO.,"ADWAITHNIWAS,R.NO.312,3RDFLR,G.K.MARG,LOWERPARELWEST, MUMBAI",Maharashtra,400013,"Tel :
															JJIMHMJIOL",ashanku@yahoo.com
,"PLOT 10-11, SR. NO. 229/4/2, GLORIOUS AVENUE  OPP. EKTA GREEN VILLAE, PATHARDI, NASHIK NASHIK",Maharashtra,422010,"Tel :
															EBEELLO",MERVEILLEUXPHARMACEUTIQUE@GMAIL.COM
MERVEILLEUX PHARMACEUTIQUE (OPC) PRIVATELIMITED,"PLOT 10-11, SR. NO. 229/4/2, GLORIOUS AVENUE  OPP. EKTA GREEN VILLAE, PATHARDI, NASHIK NASHIK",Maharashtra,422010,"Tel :
															EBEELLO",MERVEILLEUXPHARMACEUTIQUE@GMAIL.COM
,"32,EZRAST.TODICORNER(N)BL.RNO.665, KOLKATA",West Bengal,700001,"Tel :
															CDFIGHKI",messerssiddhivinayakenterprise@gmail.com
MESSERS SIDDHIVINAYAK ENTERPRISE,"32,EZRAST.TODICORNER(N)BL.RNO.665, KOLKATA",West Bengal,700001,"Tel :
															CDFIGHKI",messerssiddhivinayakenterprise@gmail.com
,"A/401, KOTESHWAR PALACE,  KOL DONGRI LANE 4, MUMBAI",Maharashtra,400069,"Tel :
															CHKHENKI",paleja@metcoexport.com
METCO EXPORT INTERNATIONAL,"A/401, KOTESHWAR PALACE,  KOL DONGRI LANE 4, MUMBAI",Maharashtra,400069,"Tel :
															CHKHENKI",paleja@metcoexport.com
,"5/209 A/13, RIFAYATH BUILDING, NEAR CO-OPERATIVE HOSPITAL, ERANHIPALAM,   CALICUT",Kerala,673006,"Tel :
															JFGKFGJLNN",metcointl@yahoo.com
METCO INTERNATIONAL,"5/209 A/13, RIFAYATH BUILDING, NEAR CO-OPERATIVE HOSPITAL, ERANHIPALAM,   CALICUT",Kerala,673006,"Tel :
															JFGKFGJLNN",metcointl@yahoo.com
,"111,FIRSTFLR,AJITSINGHCOMPLEX,PLAZAMARKET,VASUNDHARAENCLAVE, DELHI",Delhi,110096,"Tel :
															EHCDKONI",metex786@gmail.com
METEX INDIA,"111,FIRSTFLR,AJITSINGHCOMPLEX,PLAZAMARKET,VASUNDHARAENCLAVE, DELHI",Delhi,110096,"Tel :
															EHCDKONI",metex786@gmail.com
,"PLOT No. 54, AT-RAGHURAMPUR,  P.O. BINDHANIAM, CUTTACK",Orissa,754030,"Tel :
															AEEEKGKH",mantrysurya@gmail.com
METEXO MANAGEMENT PRIVATE LIMITED,"PLOT No. 54, AT-RAGHURAMPUR,  P.O. BINDHANIAM, CUTTACK",Orissa,754030,"Tel :
															AEEEKGKH",mantrysurya@gmail.com
,"257,GALA NO 06,A WING ZAINA CHS,  URDU ROAD,ISLAMPURA BHIWANDI",Maharashtra,421302,"Tel :
															JJFGMHIPNP",rehan.ansari856@gmail.com
METRO BERRY,"257,GALA NO 06,A WING ZAINA CHS,  URDU ROAD,ISLAMPURA BHIWANDI",Maharashtra,421302,"Tel :
															JJFGMHIPNP",rehan.ansari856@gmail.com
,"126,ANNAPURNASO.,BAPUNAGAR AHMEDABAD",Gujarat,380024,"Tel :
															CDJHGGPM",jignesh.sharma@gmail.com
METRO INDUSTRIES,"126,ANNAPURNASO.,BAPUNAGAR AHMEDABAD",Gujarat,380024,"Tel :
															CDJHGGPM",jignesh.sharma@gmail.com
,"52, KRISHI UPAJ MANDI  HIRAN MAGRI, SECTOR-11 Contact No: 91-294-2488685 UDAIPUR",Rajasthan,313001,"Tel :
															CGKGFLG",metro1976@gmail.com
METRO TRADING COMPANY,"52, KRISHI UPAJ MANDI  HIRAN MAGRI, SECTOR-11 Contact No: 91-294-2488685 UDAIPUR",Rajasthan,313001,"Tel :
															CGKGFLG",metro1976@gmail.com
,"31A,NATIONALHIGHWAY,DARAGATADONGGANGTOK, GANGTOK",Sikkim,737102,"Tel :
															AEHMGCIKKPOT",mevedir_gntk@yahoo.co.in
MEVEDIR,"31A,NATIONALHIGHWAY,DARAGATADONGGANGTOK, GANGTOK",Sikkim,737102,"Tel :
															AEHMGCIKKPOT",mevedir_gntk@yahoo.co.in
,"H.NO.359,LONGPAYIMSENVILLAGE,P/OMERANGMEN,MOKOKCHUNG MOKOKCHUNG",Nagaland,798604,"Tel :
															JHHDMMGJNK",meyilemla_packagings@yahoo.com
MEYILEMLA PONGEN PACKAGING UNIT,"H.NO.359,LONGPAYIMSENVILLAGE,P/OMERANGMEN,MOKOKCHUNG MOKOKCHUNG",Nagaland,798604,"Tel :
															JHHDMMGJNK",meyilemla_packagings@yahoo.com
,"6/24,CHITTRANJAN,NR.VIDYACHSRAJAWADI,NR.MUNICIPALPLAYGROUND,GHATKOPAR-E, MUMBAI",Maharashtra,400077,"Tel :
															CCCFMLMJ",mezuzahindia@gmail.com
MEZUZAH INDIA INTERNATIONAL,"6/24,CHITTRANJAN,NR.VIDYACHSRAJAWADI,NR.MUNICIPALPLAYGROUND,GHATKOPAR-E, MUMBAI",Maharashtra,400077,"Tel :
															CCCFMLMJ",mezuzahindia@gmail.com
,"17 FLOOR,GRD PLOT NO.309,ENAYET BROS PENTWAL,SHAIKH MEMON ST,JUMA MASJID,ZAVERI BAZAR,KALBADEVI, MUMBAI",Maharashtra,400002,"Tel :
															CEGHILIN",mfgconsumerproducts@gmail.com
MFG CONSUMER PRODUCTS,"17 FLOOR,GRD PLOT NO.309,ENAYET BROS PENTWAL,SHAIKH MEMON ST,JUMA MASJID,ZAVERI BAZAR,KALBADEVI, MUMBAI",Maharashtra,400002,"Tel :
															CEGHILIN",mfgconsumerproducts@gmail.com
,"PLOTNO.A68/F03,ASIRARK,5THSTREETMAHARAJANAGAR, TIRUNELVELI",Tamil Nadu,627011,"Tel :
															JJLHGNMJLN",mgnutshub@gmail.com
MG NUTS AND DRYFRUITS HUB LLP,"PLOTNO.A68/F03,ASIRARK,5THSTREETMAHARAJANAGAR, TIRUNELVELI",Tamil Nadu,627011,"Tel :
															JJLHGNMJLN",mgnutshub@gmail.com
,"SF.NO.122/B1  Erikarai Road, Kollacheri, Kundrathur, CHENNAI",Tamil Nadu,600069,"Tel :
															JCLLIFLMQMLS",mgkimportsandexports@gmail.com
MGK IMPORTS AND EXPORTS,"SF.NO.122/B1  Erikarai Road, Kollacheri, Kundrathur, CHENNAI",Tamil Nadu,600069,"Tel :
															JCLLIFLMQMLS",mgkimportsandexports@gmail.com
,"DOORNO83,MARIAMMANKOILSTREET,KARKONAM(PO&VILL)KALASAPAKKAM(VIA) THIRUVANNAMALAI",Tamil Nadu,606751,"Tel :
															CKDFHF",mgs.greenfieldexport@gmail.com
MGS GREEN FIELD EXPORT,"DOORNO83,MARIAMMANKOILSTREET,KARKONAM(PO&VILL)KALASAPAKKAM(VIA) THIRUVANNAMALAI",Tamil Nadu,606751,"Tel :
															CKDFHF",mgs.greenfieldexport@gmail.com
,"15,NOORMALLOHIALANE, KOLKATA",West Bengal,700007,"Tel :
															CDJFHFIH",mhaimex@gmail.com
MHA IMEX OVERSEAS PRIVATE LIMITED,"15,NOORMALLOHIALANE, KOLKATA",West Bengal,700007,"Tel :
															CDJFHFIH",mhaimex@gmail.com
,"499, SAHAJPUR, URULIKANCHAN  PUNE SOLAPUR HIGHWAY, TAL DAUND Contact No: 919922494493 Pune",Maharashtra,412202,"Tel :
															JKEFIOKLRM",mhetreaccounts@gmail.com
MHETRE FOODS PRIVATE LIMITED,"499, SAHAJPUR, URULIKANCHAN  PUNE SOLAPUR HIGHWAY, TAL DAUND Contact No: 919922494493 Pune",Maharashtra,412202,"Tel :
															JKEFIOKLRM",mhetreaccounts@gmail.com
,"H.NO.144,MGROAD,CAMP, pune",Maharashtra,411001,"Tel :
															CHGGNGHI",mi9international@gmail.com
MI9 INTERNATIONAL,"H.NO.144,MGROAD,CAMP, pune",Maharashtra,411001,"Tel :
															CHGGNGHI",mi9international@gmail.com
,"176,BAXISSINGRAMSINGTRANSPORT,COMPD,CSTRD,KALINA,SANTACRUZ MUMBAI",Maharashtra,400098,"Tel :
															CHIJLJLN",aziz@mianimpex.com
MIAN IMPEX (OPC) PRIVATE LIMITED,"176,BAXISSINGRAMSINGTRANSPORT,COMPD,CSTRD,KALINA,SANTACRUZ MUMBAI",Maharashtra,400098,"Tel :
															CHIJLJLN",aziz@mianimpex.com
,"89-1/50A,SOUTHCARSTREET,VEERAVANALLUR, TIRUNELVELI",Tamil Nadu,627426,"Tel :
															ICLDMGHIKO",info@mias.in
MIAS WIDE SPREADERS,"89-1/50A,SOUTHCARSTREET,VEERAVANALLUR, TIRUNELVELI",Tamil Nadu,627426,"Tel :
															ICLDMGHIKO",info@mias.in
,"C17,SAIDARSHANSOCIETY,,PARVATIGAON,PUNE PUNE",Maharashtra,411009,"Tel :
															JKEEGIHHIJ",abhi09dudhane@gmail.com
MICHRECH IMPORT &  EXPORT,"C17,SAIDARSHANSOCIETY,,PARVATIGAON,PUNE PUNE",Maharashtra,411009,"Tel :
															JKEEGIHHIJ",abhi09dudhane@gmail.com
,"NO.94,OLDNO.9/A,EZHAIMARIAMMANKOILSTREET,MUTHIALPET, PONDICHERRY",Pondicherry,605003,"Tel :
															CEFHIN",michvin_13@yahoo.com
MICHVIN EXPORTS,"NO.94,OLDNO.9/A,EZHAIMARIAMMANKOILSTREET,MUTHIALPET, PONDICHERRY",Pondicherry,605003,"Tel :
															CEFHIN",michvin_13@yahoo.com
,"SHANTI BHAWAN, PLOT NO.107, ,  NASIRPUR, SUSHWAHI ,  VARANASI (U.P.) ,  VARANASI ,  UTTAR PRADESH,  221011  VARANASI",Uttar Pradesh,221011,"Tel :
															JFDIHFIHMM",microexim@gmail.com
MICRO  EXIM,"SHANTI BHAWAN, PLOT NO.107, ,  NASIRPUR, SUSHWAHI ,  VARANASI (U.P.) ,  VARANASI ,  UTTAR PRADESH,  221011  VARANASI",Uttar Pradesh,221011,"Tel :
															JFDIHFIHMM",microexim@gmail.com
,UNITNO12.FIRSTFLOOR.VISHWANATHPLAZA(JAIBALAJISOCIETY).MAHATMANAGAR NASHIK,Maharashtra,422007,"Tel :
															JKIKNJIPOO",vaibhav.kakulte@microtrade.in
MICROTRADE VENTURES (INDIA) PRIVATE LIMITED,UNITNO12.FIRSTFLOOR.VISHWANATHPLAZA(JAIBALAJISOCIETY).MAHATMANAGAR NASHIK,Maharashtra,422007,"Tel :
															JKIKNJIPOO",vaibhav.kakulte@microtrade.in
,"3/74,RAICHANDNIWASBLDG.,AGARBAZAR,SKBOLEROAD,DADAR(W), MUMBAI",Maharashtra,400028,"Tel :
															CDCJLIGP",midasagrofood@gmail.com
MIDAS  AGRO  FOOD  INDUSTRIES,"3/74,RAICHANDNIWASBLDG.,AGARBAZAR,SKBOLEROAD,DADAR(W), MUMBAI",Maharashtra,400028,"Tel :
															CDCJLIGP",midasagrofood@gmail.com
,"406,4THFLOOR,NATIONALPLAZARCDUTTROAD,ALKAPURI, Baroda",Gujarat,390005,"Tel :
															CEFLNGO",sales@midasintertrade.in
MIDAS INTERTRADE,"406,4THFLOOR,NATIONALPLAZARCDUTTROAD,ALKAPURI, Baroda",Gujarat,390005,"Tel :
															CEFLNGO",sales@midasintertrade.in
,"PLOTNO.57,MANISHNAGAR,OPP.HANUMANMANDIR,WARDHAROAD,SOMALWADA, NAGPUR",Maharashtra,440015,"Tel :
															CIKHIOG",jamalsheikh08@gmail.com
MIDDLE EAST OVERSEAS,"PLOTNO.57,MANISHNAGAR,OPP.HANUMANMANDIR,WARDHAROAD,SOMALWADA, NAGPUR",Maharashtra,440015,"Tel :
															CIKHIOG",jamalsheikh08@gmail.com
,"5/738, INDUSTRIAL DEVELOPMENT AREA,  NALAM MILE, ERNAKULAM",Kerala,683112,"Tel :
															JFGJNHONMN",mideastexports@hotmail.com
MIDEAST EXPORTS,"5/738, INDUSTRIAL DEVELOPMENT AREA,  NALAM MILE, ERNAKULAM",Kerala,683112,"Tel :
															JFGJNHONMN",mideastexports@hotmail.com
,"SHANTPRAMODKUMARBUNGLOWNEARMAHESHMHATREHOUSEKEGAONROADKUMBHARWADAURANNAVIMUMBAI201APUSHACHSNEAROMSHANTICERCALDNMHATREROADEKASARBORIVALIWMUMBAI400092SrNo46/2AVillageALLAGONDHIPOSTRAMATah&DisttNAGPUR441108 NAVI MUMBAI,",Maharashtra,400702,"Tel :
															AKFFKLGLOQR",midlandoil@hotmail.com
MIDLAND OIL COMPANY LTD.,"SHANTPRAMODKUMARBUNGLOWNEARMAHESHMHATREHOUSEKEGAONROADKUMBHARWADAURANNAVIMUMBAI201APUSHACHSNEAROMSHANTICERCALDNMHATREROADEKASARBORIVALIWMUMBAI400092SrNo46/2AVillageALLAGONDHIPOSTRAMATah&DisttNAGPUR441108 NAVI MUMBAI,",Maharashtra,400702,"Tel :
															AKFFKLGLOQR",midlandoil@hotmail.com
,"D-22/8,TTCINDUSTRIALAREA,THANEBELAPURROAD,NAVIMUMBAI MAHARASHTRA",Maharashtra,400705,"Tel :
															GGDEJHKP",midpoint1994@yahoo.co.in
MIDPOINT SOFTWARE & ELECTRO SYSTEMS  LTD.,"D-22/8,TTCINDUSTRIALAREA,THANEBELAPURROAD,NAVIMUMBAI MAHARASHTRA",Maharashtra,400705,"Tel :
															GGDEJHKP",midpoint1994@yahoo.co.in
,"NO.23-C,STATEBANKCOLONY,SUBRAMANYANAGAR,CHINNAVEDAMPATTY, COIMBATORE",Tamil Nadu,641049,"Tel :
															JGLKMKJMNR",mailmightylords@gmail.com
MIGHTY LORDS ASSOCIATES,"NO.23-C,STATEBANKCOLONY,SUBRAMANYANAGAR,CHINNAVEDAMPATTY, COIMBATORE",Tamil Nadu,641049,"Tel :
															JGLKMKJMNR",mailmightylords@gmail.com
,66GROUNDFLOORBABARROADBENGALIMARKET NEW DELHI,Delhi,110001,"Tel :
															EEHJJLLO",milestoneadvisor@gmail.com
MILESTONE DINE & DRINKS PRIVATE LIMITED,66GROUNDFLOORBABARROADBENGALIMARKET NEW DELHI,Delhi,110001,"Tel :
															EEHJJLLO",milestoneadvisor@gmail.com
,"AP-20/112, NETHAJI ROAD, ANAMANGAD, MALAPPURAM",Kerala,679357,"Tel :
															DDCJGHL",milkinindia@gmail.com
MILKIN,"AP-20/112, NETHAJI ROAD, ANAMANGAD, MALAPPURAM",Kerala,679357,"Tel :
															DDCJGHL",milkinindia@gmail.com
,5574-AIINDFLOORDURGACOMPLEXKANSHIRAMMARKETKAMLANAGAR DELHI,Delhi,110007,"Tel :
															EICDFLJK",milkyway2010@live.in
MILKYWAY ENTERPRISES PVT. LTD.,5574-AIINDFLOORDURGACOMPLEXKANSHIRAMMARKETKAMLANAGAR DELHI,Delhi,110007,"Tel :
															EICDFLJK",milkyway2010@live.in
,"SHOPNO.5,SAI SWAR CHS, PLOT NO:20,SECTOR:02,KHARGHAR, NAVI MUMBAI Navi Mumbai",Maharashtra,410210,"Tel :
															IKJJMMPPKL",millatexports@gmail.com
MILLAT EXPORTS,"SHOPNO.5,SAI SWAR CHS, PLOT NO:20,SECTOR:02,KHARGHAR, NAVI MUMBAI Navi Mumbai",Maharashtra,410210,"Tel :
															IKJJMMPPKL",millatexports@gmail.com
,"B/16/5/2 HUSENI BAGH,KANODAR TA-PALANPUR                                     KANODAR",Gujarat,385520,"Tel :
															JHIHKIPNJL",millenrading123@gmail.com
MILLEN TRADING FZE,"B/16/5/2 HUSENI BAGH,KANODAR TA-PALANPUR                                     KANODAR",Gujarat,385520,"Tel :
															JHIHKIPNJL",millenrading123@gmail.com
,"FIRST FLOOR, 10/14, ANAIKAR COMPLEX,  M.V.BADRAN STREET, PERIAMET CHENNAI",Tamil Nadu,600003,"Tel :
															CGIEEJPP",petanimals@gmail.com
MILLENNIUM EXPORTS,"FIRST FLOOR, 10/14, ANAIKAR COMPLEX,  M.V.BADRAN STREET, PERIAMET CHENNAI",Tamil Nadu,600003,"Tel :
															CGIEEJPP",petanimals@gmail.com
,"OFFICENO.113,NEWSHANKARNIWASBLDG.,NEAROCTROINAKA,LBSMARG,MULUND(W), MUMBAI",Maharashtra,400080,"Tel :
															CGLDEHGK",haresh@mmb.co.in
MILLENNIUM MULTI BUSINESS,"OFFICENO.113,NEWSHANKARNIWASBLDG.,NEAROCTROINAKA,LBSMARG,MULUND(W), MUMBAI",Maharashtra,400080,"Tel :
															CGLDEHGK",haresh@mmb.co.in
